popularity,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,title
49,206.393,0.965,0.737,0.201,0.24,1,0.101,-15.463,major,0.0787,119.993,4,0.158,A Message to You and Myself
42,284.986,0.0568,0.455,0.93,0,7,0.464,-3.21,major,0.126,91.41,4,0.429,A Minha Menina
53,107.949,0.846,0.5770000000000001,0.544,0,5,0.0816,-6.832000000000001,major,0.0311,83.53,4,0.725,A New England
1,214.826,0.208,0.8059999999999999,0.843,0.00105,10,0.226,-6.861000000000001,minor,0.0378,108.91,4,0.909,A Night to Remember
39,236.479,0.00188,0.447,0.991,0.8590000000000001,1,0.34299999999999997,-4.261,major,0.07200000000000001,137.998,4,0.263,A Reality
62,216.013,0.87,0.613,0.199,2.18e-4,5,0.104,-16.36,major,0.0298,77.104,4,0.376,A Simple Song
30,237.44,0.32799999999999996,0.454,0.8270000000000001,0,11,0.226,-3.774,major,0.0398,94.767,4,0.32,A Thousand Miles
24,237.92,0.264,0.5660000000000001,0.825,0,11,0.218,-4.504,major,0.0383,94.991,4,0.278,A Thousand Miles - Single Version
34,348.733,0.162,0.623,0.605,1.54e-6,0,0.218,-10.874,major,0.0345,96.235,4,0.878,A Toda Cuba Le Gusta
47,228.72,3.4899999999999995e-05,0.322,0.971,5.8899999999999995e-5,7,0.211,-2.801,major,0.155,139.94,4,0.32299999999999995,A Trigger Full of Promises
64,209.786,0.245,0.5920000000000001,0.584,0,7,0.0862,-7.422000000000001,major,0.0305,160.048,4,0.371,A Woman Like You
66,177.426,0.451,0.71,0.815,4.69e-4,8,0.0975,-7.765,major,0.0438,93.603,4,0.955,ABC
67,168.787,0.35200000000000004,0.856,0.412,0,1,0.0873,-7.598,major,0.0588,140.001,4,0.5329999999999999,ABCD (Friend Zone)
50,217.026,3.48e-4,0.342,0.944,0.257,0,0.0848,-3.873,major,0.0489,158.805,4,0.413,Abel
39,148,0.597,0.52,0.525,0,8,0.0847,-7.449,major,0.0412,147.601,5,0.743,Above And Beyond
48,117.073,0.561,0.778,0.368,0.542,2,0.114,-11.275,minor,0.598,81.96600000000001,4,0.503,Above the Clouds
60,221.626,0.312,0.462,0.944,1.49e-4,8,0.3670000000000001,-2.938,major,0.315,172.33,4,0.65,Above The Clouds - Feat. Inspectah Deck
3,237.876,0.0488,0.621,0.958,0,9,0.674,-2.576,minor,0.115,79.944,4,0.8420000000000001,Above The Law
28,199.426,0.0738,0.687,0.785,0,2,0.104,-4.522,major,0.19,160.042,4,0.753,Abrázame
71,239.426,0.6890000000000001,0.515,0.387,0,4,0.126,-7.343,minor,0.0567,135.739,4,0.312,Abrázame Muy Fuerte
35,179.181,0.0139,0.473,0.91,0.079,0,0.153,-4.158,major,0.0907,110.036,4,0.434,Absent Ones
68,229.84,1.08e-4,0.552,0.988,0.309,1,0.846,-2.555,minor,0.0787,139.941,4,0.619,Absolute Zero
58,196.003,0.134,0.718,0.57,0,7,0.123,-5.8229999999999995,minor,0.0525,119.778,4,0.159,Abu Debe
57,280.64,0.0648,0.639,0.88,0.00106,7,0.0368,-4.957,major,0.224,84.652,4,0.552,Abusadora
66,182.752,0.865,0.687,0.509,0,10,0.12,-9.173,major,0.405,106.892,4,0.6509999999999999,Ace
74,165.906,0.00242,0.317,0.981,0.00677,6,0.0852,-7.102,major,0.174,140.079,4,0.234,Ace of Spades
62,244,0.16699999999999998,0.659,0.8390000000000001,0,2,0.389,-4.106,major,0.162,119.935,4,0.624,Achoo
67,172.199,0.785,0.88,0.245,3.19e-5,9,0.0979,-10.245,major,0.446,76.006,4,0.638,Acoustic
66,228.133,0.361,0.257,0.412,8.68e-5,1,0.0702,-11.788,major,0.0287,152.126,4,0.858,Across The Universe - Remastered 2009
30,256.206,0.612,0.511,0.13,0.897,2,0.106,-19.028,major,0.0324,130.01,4,0.0438,Across The Universe - Sleep version
21,204.043,0.165,0.5589999999999999,0.644,3.98e-6,0,0.297,-6.189,major,0.0306,104.972,4,0.495,Acuerdate de Mi
50,220.546,0.662,0.605,0.32799999999999996,0,9,0.41,-12.121,minor,0.15,169.175,4,0.934,Add To Me - Recorded At Spotify Studios NYC
4,284.973,0.0537,0.46,0.974,7.95e-6,2,0.32899999999999996,-5.095,major,0.156,112.684,4,0.444,Addicted To That Rush
18,226.146,0.0892,0.7,0.6729999999999999,1.45e-4,11,0.179,-6.67,minor,0.17,99.274,4,0.33799999999999997,Addictive
54,206.001,0.354,0.831,0.8390000000000001,0,0,0.268,-2.705,major,0.315,134.93200000000002,4,0.51,Adding Up
70,206.001,0.349,0.8320000000000001,0.838,0,9,0.27,-2.713,major,0.313,134.966,4,0.528,Adding Up
53,197.573,0.7390000000000001,0.5710000000000001,0.313,0,0,0.113,-9.833,major,0.0657,64.531,4,0.163,Adore - Piano Unplugged
64,212.485,0.0439,0.695,0.8690000000000001,9.940000000000002e-5,3,0.16699999999999998,-3.844,major,0.0637,112.949,4,0.32,Adrian
81,174.275,0.337,0.669,0.561,0,1,0.198,-6.6129999999999995,major,0.0318,114.405,3,0.867,Aerolínea Carrillo
62,220.043,0.355,0.726,0.29600000000000004,0,4,0.112,-7.859,minor,0.0393,123.942,4,0.14800000000000002,Afraid
39,225.68,1.68e-4,0.5429999999999999,0.991,1.31e-5,9,0.374,-2.78,minor,0.0668,150.031,4,0.7659999999999999,Afraid of Heights
70,296,0.256,0.6779999999999999,0.499,9.85e-5,9,0.051,-12.816,major,0.0308,92.627,4,0.718,Africa
26,237.944,0.629,0.591,0.753,0,5,0.6859999999999999,-8.043,major,0.0304,140.42,4,0.961,Afro Shingaling
63,174.101,0.00859,0.959,0.769,2.21e-4,1,0.0972,-5.811,major,0.0853,130.048,4,0.374,Afro Trap Pt. 10 (Moula Gang)
7,287.555,0.365,0.645,0.524,0.0219,5,0.106,-11.892,major,0.0439,111.927,4,0.8009999999999999,Afrodisia
58,207.83,0.985,0.606,0.035,0.945,0,0.21899999999999997,-21.878,minor,0.0528,76.986,4,0.27,After Midnight
61,240.608,0.0263,0.609,0.8740000000000001,4.99e-5,9,0.32799999999999996,-3.889,major,0.0293,112.011,4,0.7440000000000001,After the Moment
64,207.454,0.304,0.7340000000000001,0.657,7.85e-4,4,0.247,-6.625,minor,0.128,79.533,4,0.8140000000000001,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)"
33,199.047,0.0114,0.784,0.913,0.00162,1,0.0831,-1.208,major,0.177,126.054,4,0.59,AGEN WIDA
36,193.777,0.0453,0.7879999999999999,0.546,0.00765999999999999,0,0.0935,-8.638,major,0.102,139.966,4,0.506,Agua
63,315.266,0.0828,0.632,0.785,1.18e-5,8,0.0604,-3.797,major,0.0512,122.342,4,0.679,Aguanile
43,206.08,0.147,0.782,0.8270000000000001,1.86e-5,11,0.0813,-4.42,minor,0.043,100.981,4,0.629,Ah Blem Blem
67,223.146,0.0014,0.5870000000000001,0.542,0,5,0.0906,-7.876,major,0.034,89.991,4,0.371,Ahead Of Myself
45,231.6,0.563,0.611,0.7090000000000001,0,11,0.0752,-5.164,major,0.05599999999999999,159.983,4,0.644,Ahora Qué Hago Sin Ti
80,191.973,0.14800000000000002,0.78,0.877,2.36e-6,6,0.0627,-3.683,minor,0.0427,133.263,4,0.909,Ahora Te Puedes Marchar
46,192.454,0.986,0.703,0.197,0.847,3,0.105,-13.852,major,0.0445,116.021,4,0.133,Ai No Chiara (The Power Of Love)
21,200.338,0.595,0.583,0.54,0,1,0.104,-6.525,major,0.0269,159.899,4,0.645,Ain't Always Pretty (Acoustic Sessions)
52,223.157,0.281,0.545,0.7759999999999999,2.7e-4,0,0.195,-2.005,major,0.0439,76.051,4,0.603,Ain't No Angel
43,156.813,0.0657,0.532,0.947,1.49e-6,8,0.065,-4.2,major,0.0457,95.786,4,0.748,Ain't No Easy Way
41,151.666,0.482,0.669,0.616,0,11,0.179,-10.776,minor,0.033,130.037,4,0.818,Ain't No Mountain High Enough
72,175.493,0.0597,0.635,0.914,0,0,0.601,-5.631,major,0.111,156.014,4,0.922,Ain't No Rest For The Wicked - Original Version
57,152.2,0.767,0.486,0.501,7.6e-5,4,0.0679,-8.57,major,0.0326,122.894,4,0.942,Ain't That A Shame
22,156.173,0.5489999999999999,0.763,0.6559999999999999,0,0,0.125,-6.86,major,0.0417,118.394,4,0.926,Ain't Too Proud To Beg
74,218.234,0.0472,0.757,0.6779999999999999,9.14e-6,8,0.0654,-5.529,minor,0.233,120.075,4,0.82,Ain't Your Mama
77,180.48,0.11,0.66,0.867,0,6,0.0368,-4.285,minor,0.116,93.033,4,0.377,Airplanes (feat. Hayley Williams)
49,233.656,0.0703,0.52,0.514,0.00383999999999999,8,0.14800000000000002,-9.535,major,0.02799999999999999,75.02600000000001,4,0.69,Al Fondo de Mi
63,204.346,0.246,0.924,0.782,0,10,0.0659,-4.55,minor,0.0816,95.01,4,0.745,Al Natural (feat. Yandel)
0,176.535,0.0573,0.6829999999999999,0.857,0,4,0.115,-6.51,minor,0.0717,115.067,4,0.265,Al Oula
60,218,0.381,0.812,0.574,0,10,0.129,-8.405,minor,0.392,144.03,4,0.38,Alakazam (feat. JME & Denzel Curry)
32,253.793,0.0993,0.84,0.831,0,0,0.348,-4.1419999999999995,minor,0.199,104.946,4,0.8009999999999999,Alawal
49,243.918,0.0649,0.359,0.774,0.104,7,0.11,-5.789,major,0.0745,184.739,4,0.141,Aldrig Mer (feat. TENDER)
39,371.893,0.85,0.59,0.332,0.00489,1,0.116,-12.132,major,0.0649,75.024,4,0.606,Algo Bueno
34,270,0.0017,0.703,0.725,0.0262,9,0.0751,-4.851,major,0.0306,120.031,4,0.57,Alguna Solución
67,372.706,0.0203,0.37799999999999995,0.691,0,10,0.4,-5.308,minor,0.461,75.16199999999999,4,0.226,Ali Bomaye
71,163.524,0.111,0.8029999999999999,0.599,0,1,0.236,-5.169,major,0.0985,130.107,4,0.484,Alien Boy
59,210.866,6.620000000000001e-5,0.337,0.917,6.43e-4,0,0.0835,-6.485,major,0.0764,127.894,4,0.302,Alive
31,242,0.149,0.716,0.887,0.332,5,0.111,-7.738,major,0.0331,117.021,4,0.78,Alive
74,235.897,0.364,0.8109999999999999,0.7340000000000001,2.26e-6,0,0.121,-6.626,minor,0.33399999999999996,150.06,4,0.5660000000000001,Alive (with Offset & 2 Chainz)
52,190.551,0.596,0.7170000000000001,0.615,0,3,0.0912,-6.636,major,0.059,144.942,4,0.417,All About
69,188.754,0.0476,0.8109999999999999,0.879,1.91e-6,9,0.109,-3.724,major,0.0514,134.064,4,0.962,All About That Bass
26,276.813,0.0652,0.856,0.7929999999999999,0,11,0.314,-4.004,minor,0.147,103.206,4,0.778,"All About U (ft. Nate Dogg, Snoop Dogg, Fatal & Yani Hadati)"
10,157.733,0.91,0.743,0.0262,0.0241,4,0.0878,-27.691,major,0.0363,100.053,4,0.33299999999999996,All Apologies
13,142.226,0.247,0.563,0.915,8.46e-5,7,0.0613,-5.062,major,0.08,136.345,4,0.71,All Day and All of the Night
38,142.48,0.498,0.551,0.954,0,7,0.0884,-2.844,major,0.0814,136.862,4,0.685,All Day and All of the Night - 2014 Remastered Version
44,258.106,0.0143,0.7,0.684,0,1,0.073,-6.393,major,0.0725,95.169,4,0.48,All Eyes on Me
78,307.773,0.03,0.873,0.7190000000000001,0,1,0.33299999999999996,-5.9479999999999995,major,0.248,93.281,4,0.858,All Eyez On Me
76,180.484,0.145,0.6890000000000001,0.901,1.03e-5,7,0.459,-1.431,major,0.0678,125.115,4,0.6509999999999999,All For Love
58,192.066,0.0111,0.552,0.8370000000000001,0.213,5,0.0773,-6.246,minor,0.0403,123.951,4,0.7709999999999999,All Four Walls
64,196.67,0.00498,0.7609999999999999,0.601,0.775,7,0.0915,-8.255,major,0.0425,110.012,4,0.348,All Good
36,216.455,3.34e-5,0.257,0.986,0.00282,2,0.0945,-5.647,major,0.201,90.01,4,0.254,All Hail the Void
47,232.506,0.0139,0.545,0.7809999999999999,0,10,0.161,-3.616,major,0.185,150.097,4,0.27699999999999997,All I Do Is Win
65,230.281,0.0135,0.55,0.779,0,0,0.33299999999999996,-3.841,major,0.211,150.069,4,0.315,"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross"
34,209.44,0.0208,0.563,0.603,4.3799999999999994e-5,7,0.16899999999999998,-8.06,minor,0.0299,94.582,4,0.365,All I Ever Wonder
3,224.918,0.00840999999999999,0.527,0.8809999999999999,0.00132,0,0.3,-6.227,major,0.0459,135.055,4,0.463,All I Need
60,196.333,0.0558,0.6,0.8109999999999999,6.82e-6,5,0.109,-7.693,major,0.0788,124.303,4,0.622,All I Want
39,160.519,0.27,0.528,0.594,9.74e-4,11,0.111,-9.577,minor,0.106,167.857,4,0.493,All I Want
84,145.506,0.125,0.925,0.308,0,11,0.0933,-6.562,minor,0.33799999999999997,122.099,4,0.265,All Mine
56,200.826,0.235,0.762,0.318,6.12e-6,9,0.138,-16.046,major,0.0355,130.516,4,0.677,All My Ex's Live In Texas
53,202.76,0.422,0.431,0.32299999999999995,0.959,11,0.113,-14.374,major,0.0334,153.03,3,0.112,All My Faith
59,219.2,0.124,0.603,0.8420000000000001,1.58e-6,9,0.56,-4.677,minor,0.0388,90.035,4,0.384,All My Friends
56,174,0.0404,0.428,0.904,4.1e-6,5,0.0754,-4.189,major,0.261,199.86900000000003,4,0.8340000000000001,All My Life
53,418.986,0.0147,0.7070000000000001,0.688,0.6920000000000001,11,0.313,-10.263,minor,0.053,116.999,4,0.238,"All My Love is ""Free"""
50,203.076,0.0169,0.767,0.8059999999999999,1.86e-5,8,0.0661,-6.308,major,0.038,129.94799999999998,4,0.7879999999999999,All Night
